structureid,annual_electricity_generation_k,first_year_bill_savings,system_size,payback_period,annual_ghg_reduction_kg,roof_size800k,system_cost
35 Crendon Dr Structure 3,3296,516,2.866086957,10,231,24,8600
35 Crendon Dr Structure 4,3372,528,2.932173913,10,236,24,8800
29 Crendon Dr Structure 1,5795,907,5.039130435,9,406,46,13600
27 Crendon Dr Structure 1,4147,649,3.606086957,10,290,37,10800
32 Hernshaw Cres Structure 1,6218,973,5.406956522,9,435,52,14600
41 Hernshaw Cres Structure 1,5490,859,4.773913043,10,384,46,14300
43 Hernshaw Cres Structure 1,2657,416,2.310434783,10,186,24,6900
33 Hernshaw Cres Structure 1,2754,431,2.394782609,10,193,24,7200
30 Hernshaw Cres Structure 1,4290,671,3.730434783,10,300,35,11200
23 Glos Rd Structure 1,5008,784,4.354782609,10,351,40,13100
417 Burnhamthorpe Rd Structure 2,4530,709,3.939130435,10,317,37,11800
415 Burnhamthorpe Rd Structure 2,2187,342,1.90173913,10,153,17,5700
425 Burnhamthorpe Rd Structure 2,2606,408,2.266086957,10,182,19,6800
416 Burnhamthorpe Rd Structure 1,2957,463,2.571304348,10,207,23,7700
413 Burnhamthorpe Rd Structure 2,3843,601,3.34173913,10,269,28,10000
2 Meadowbank Rd Structure 1,5340,836,4.643478261,10,374,41,13900
394 Burnhamthorpe Rd Structure 1,3541,554,3.079130435,10,248,26,9200
5 Blaketon Rd Structure 2,2078,325,1.806956522,10,145,18,5400
17 Blaketon Rd Structure 1,4367,683,3.797391304,10,306,38,11400
104 Laurel Ave Structure 3,4482,701,3.897391304,10,314,35,11700
101 Laurel Ave Structure 1,2790,437,2.426086957,10,195,22,7300
101 Laurel Ave Structure 2,5846,915,5.083478261,9,409,44,13700
101 Laurel Ave Structure 3,2801,438,2.435652174,10,196,20,7300
102 Laurel Ave Structure 1,5502,861,4.784347826,10,385,40,14400
103 Laurel Ave Structure 1,6062,949,5.271304348,9,424,40,14200
103 Laurel Ave Structure 2,5076,794,4.413913043,10,355,38,13200
105 Laurel Ave Structure 1,3780,592,3.286956522,10,265,32,9900
105 Laurel Ave Structure 2,4764,746,4.142608696,10,333,34,12400
105 Laurel Ave Structure 3,2955,462,2.569565217,10,207,21,7700
111 Laurel Ave Structure 4,1565,245,1.360869565,10,110,11,4100
109 Laurel Ave Structure 1,5950,931,5.173913043,9,417,48,14000
113 Laurel Ave Structure 2,4188,655,3.64173913,10,293,32,10900
113 Laurel Ave Structure 3,1687,264,1.466956522,10,118,12,4400
115 Laurel Ave Structure 2,5710,894,4.965217391,10,400,40,14900
115 Laurel Ave Structure 3,1449,227,1.26,10,101,12,3800
114 Laurel Ave Structure 2,4022,629,3.497391304,10,282,28,10500
114 Laurel Ave Structure 3,1715,268,1.491304348,10,120,14,4500
73 Cronin Dr Structure 2,1858,291,1.615652174,10,130,14,4800
112 Laurel Ave Structure 2,3709,580,3.225217391,10,260,29,9700
75 Cronin Dr Structure 2,3326,521,2.892173913,10,233,26,8700
79 Cronin Dr Structure 2,2009,314,1.746956522,10,141,16,5200
116 Laurel Ave Structure 2,5750,900,5,10,403,41,15000
118 Laurel Ave Structure 1,5323,833,4.628695652,10,373,41,13900
118 Laurel Ave Structure 2,3824,598,3.325217391,10,268,30,10000
120 Laurel Ave Structure 2,5856,916,5.092173913,9,410,40,13700
120 Laurel Ave Structure 3,1520,238,1.32173913,10,106,10,4000
130 Laurel Ave Structure 2,4656,729,4.048695652,10,326,36,12100
130 Laurel Ave Structure 3,3128,490,2.72,10,219,25,8200
130 Laurel Ave Structure 4,2241,351,1.948695652,10,157,15,5800
128 Laurel Ave Structure 2,5972,935,5.193043478,9,418,41,14000
128 Laurel Ave Structure 3,2204,345,1.916521739,10,154,18,5700
128 Laurel Ave Structure 4,3140,491,2.730434783,10,220,22,8200
127 Laurel Ave Structure 2,2374,372,2.064347826,10,166,20,6200
127 Laurel Ave Structure 3,1815,284,1.57826087,10,127,14,4700
126 Laurel Ave Structure 1,6277,982,5.45826087,9,439,47,14700
126 Laurel Ave Structure 2,4096,641,3.56173913,10,287,31,10700
126 Laurel Ave Structure 3,3626,567,3.153043478,10,254,26,9500
124 Laurel Ave Structure 1,1469,230,1.277391304,10,103,14,3800
124 Laurel Ave Structure 2,6119,958,5.320869565,9,428,42,14400
124 Laurel Ave Structure 3,1989,311,1.729565217,10,139,14,5200
123 Laurel Ave Structure 2,6258,979,5.44173913,9,438,44,14700
123 Laurel Ave Structure 3,1263,198,1.09826087,10,88,10,3300
125 Laurel Ave Structure 2,3838,601,3.337391304,10,269,30,10000
125 Laurel Ave Structure 3,1480,232,1.286956522,10,104,12,3900
20 Lorene Dr Structure 1,4014,628,3.490434783,10,281,33,10500
22 Lorene Dr Structure 1,6150,962,5.347826087,9,431,53,14400
121 Laurel Ave Structure 1,3326,521,2.892173913,10,233,28,8700
121 Laurel Ave Structure 3,3717,582,3.232173913,10,260,29,9700
119 Laurel Ave Structure 2,6128,959,5.328695652,9,429,42,14400
117 Laurel Ave Structure 1,6132,960,5.332173913,9,429,48,14400
117 Laurel Ave Structure 2,3700,579,3.217391304,10,259,29,9700
117 Laurel Ave Structure 3,3326,521,2.892173913,10,233,24,8700
54 Northampton Dr Structure 2,1459,228,1.268695652,10,102,12,3800
19 Smithwood Dr Structure 1,3024,473,2.629565217,10,212,27,7900
17 Smithwood Dr Structure 1,5400,845,4.695652174,10,378,47,14100
15 Smithwood Dr Structure 1,4088,640,3.554782609,10,286,35,10700
19 Lorene Dr Structure 1,5890,922,5.12173913,9,412,41,13800
51 Northampton Dr Structure 1,3313,518,2.880869565,10,232,28,8600
7 Lorene Dr Structure 1,4920,770,4.27826087,10,344,42,12800
3 Lorene Dr Structure 1,6192,969,5.384347826,9,433,42,14500
166 Shaver Ave N Structure 1,4339,679,3.773043478,10,304,40,11300
43 Northampton Dr Structure 2,1379,216,1.199130435,10,97,11,3600
29 Northampton Dr Structure 2,2757,431,2.397391304,10,193,20,7200
37 Northampton Dr Structure 2,2888,452,2.511304348,10,202,24,7500
32 Maydolph Rd Structure 1,3183,498,2.767826087,10,223,26,8300
32 Smithwood Dr Structure 1,4005,627,3.482608696,10,280,32,10400
34 Smithwood Dr Structure 1,6192,969,5.384347826,9,433,44,14500
32 Northampton Dr Structure 2,1411,221,1.226956522,10,99,12,3700
38 Northampton Dr Structure 2,3061,479,2.66173913,10,214,23,8000
28 Northampton Dr Structure 2,1302,204,1.132173913,10,91,10,3400
5 Northampton Dr Structure 2,1707,267,1.484347826,10,119,14,4500
118 Shaver Ave N Structure 2,4738,741,4.12,10,332,35,12400
21 Northampton Dr Structure 2,1806,283,1.570434783,10,126,14,4700
128 Shaver Ave N Structure 1,5249,821,4.564347826,10,367,41,13700
128 Shaver Ave N Structure 2,1499,235,1.303478261,10,105,12,3900
132 Shaver Ave N Structure 2,1206,189,1.048695652,10,84,9,3100
125 Shaver Ave N Structure 2,1422,223,1.236521739,10,100,12,3700
127 Shaver Ave N Structure 1,5813,910,5.054782609,9,407,46,13600
82 Charleston Rd Structure 2,1326,208,1.153043478,10,93,11,3500
74 Charleston Rd Structure 2,1697,266,1.475652174,10,119,14,4400
70 Charleston Rd Structure 1,4699,735,4.086086957,10,329,40,12300
61 Charleston Rd Structure 2,2459,385,2.13826087,10,172,17,6400
57 Charleston Rd Structure 2,2464,386,2.142608696,10,172,16,6400
12 Rockfield Dr Structure 2,1928,302,1.676521739,10,135,14,5000
53 Martin Grove Rd Structure 2,3066,480,2.666086957,10,215,23,8000
17 Gaylord Ave Structure 1,5630,881,4.895652174,10,394,48,14700
23 Gaylord Ave Structure 2,1679,263,1.46,10,118,15,4400
65 Charleston Rd Structure 1,6272,982,5.453913043,9,439,42,14700
65 Charleston Rd Structure 2,1655,259,1.439130435,10,116,12,4300
5 Swan Ave Structure 2,1338,209,1.163478261,10,94,10,3500
15 Swan Ave Structure 2,6156,963,5.353043478,9,431,47,14500
45 Burnelm Dr Structure 1,6261,980,5.444347826,9,438,47,14700
77 Charleston Rd Structure 2,2359,369,2.051304348,10,165,17,6200
75 Charleston Rd Structure 2,2784,436,2.420869565,10,195,20,7300
95 Martin Grove Rd Structure 2,2451,384,2.131304348,10,172,22,6400
8 Swan Ave Structure 1,5255,822,4.569565217,10,368,39,13700
6 Swan Ave Structure 1,2883,451,2.506956522,10,202,19,7500
88 Martin Grove Rd Structure 1,1234,193,1.073043478,10,86,10,3200
90 Martin Grove Rd Structure 1,1254,196,1.090434783,10,88,11,3300
44 Burnelm Dr Structure 1,5923,927,5.150434783,9,415,46,13900
46 Burnelm Dr Structure 1,5082,795,4.419130435,10,356,40,13300
30 Swan Ave Structure 1,4442,695,3.862608696,10,311,30,11600
30 Swan Ave Structure 2,2021,316,1.757391304,10,141,16,5300
32 Swan Ave Structure 1,3927,615,3.414782609,10,275,27,10200
34 Swan Ave Structure 1,2527,395,2.197391304,10,177,22,6600
36 Swan Ave Structure 1,3227,505,2.806086957,10,226,29,8400
136 Shaver Ave N Structure 1,3058,479,2.659130435,10,214,26,8000
147 Shaver Ave N Structure 1,1982,310,1.723478261,10,139,15,5200
143 Shaver Ave N Structure 1,4844,758,4.212173913,10,339,39,12600
16 Burnelm Dr Structure 1,1760,275,1.530434783,10,123,16,4600
19 Burnelm Dr Structure 2,1502,235,1.306086957,10,105,13,3900
21 Burnelm Dr Structure 1,5345,836,4.647826087,10,374,43,13900
109 Goswell Rd Structure 1,5684,890,4.942608696,10,398,46,14800
107 Martin Grove Rd Structure 1,1391,218,1.209565217,10,97,12,3600
96 Martin Grove Rd Structure 1,4229,662,3.677391304,10,296,36,11000
101 Martin Grove Rd Structure 1,3252,509,2.827826087,10,228,25,8500
96 Wedgewood Dr Structure 1,3064,480,2.664347826,10,214,26,8000
100 Wedgewood Dr Structure 2,1180,185,1.026086957,10,83,10,3100
100 Wedgewood Dr Structure 3,3896,610,3.387826087,10,273,31,10200
99 Wedgewood Dr Structure 1,4725,739,4.108695652,10,331,42,12300
97 Wedgewood Dr Structure 1,2982,467,2.593043478,10,209,24,7800
98 Wedgewood Dr Structure 2,3193,500,2.776521739,10,224,26,8300
95 Wedgewood Dr Structure 3,2921,457,2.54,10,204,22,7600
98 Ashbourne Dr Structure 1,2479,388,2.155652174,10,174,19,6500
98 Ashbourne Dr Structure 2,1638,256,1.424347826,10,115,14,4300
101 Wedgewood Dr Structure 2,5412,847,4.706086957,10,379,41,14100
101 Wedgewood Dr Structure 3,2181,341,1.896521739,10,153,18,5700
103 Wedgewood Dr Structure 2,2854,447,2.48173913,10,200,23,7400
106 Wedgewood Dr Structure 1,3076,481,2.674782609,10,215,26,8000
102 Wedgewood Dr Structure 2,5709,893,4.964347826,10,400,43,14900
102 Wedgewood Dr Structure 3,1875,293,1.630434783,10,131,15,4900
104 Wedgewood Dr Structure 1,3788,593,3.293913043,10,265,30,9900
107 Goswell Rd Structure 1,3308,518,2.876521739,10,232,24,8600
110 Wedgewood Dr Structure 1,3303,517,2.872173913,10,231,27,8600
105 Goswell Rd Structure 1,3767,590,3.275652174,10,264,28,9800
106 Ashbourne Dr Structure 1,3181,498,2.766086957,10,223,26,8300
110 Ashbourne Dr Structure 1,4127,646,3.588695652,10,289,33,10800
115 Wedgewood Dr Structure 2,4985,780,4.334782609,10,349,40,13000
116 Ashbourne Dr Structure 1,3386,530,2.944347826,10,237,26,8800
118 Ashbourne Dr Structure 1,2957,463,2.571304348,10,207,25,7700
119 Wedgewood Dr Structure 2,1678,263,1.459130435,10,117,15,4400
117 Wedgewood Dr Structure 2,1916,300,1.666086957,10,134,16,5000
121 Martin Grove Rd Structure 1,6290,984,5.469565217,9,440,48,14800
118 Wedgewood Dr Structure 2,5065,793,4.404347826,10,355,40,13200
112 Martin Grove Rd Structure 1,2341,366,2.035652174,10,164,20,6100
17 Burnelm Dr Structure 2,3484,545,3.029565217,10,244,26,9100
15 Burnelm Dr Structure 1,4543,711,3.950434783,10,318,35,11900
15 Burnelm Dr Structure 2,1607,251,1.397391304,10,112,12,4200
11 Burnelm Dr Structure 1,6151,963,5.348695652,9,431,44,14400
14 Burnelm Dr Structure 1,3033,475,2.637391304,10,212,24,7900
10 Burnelm Dr Structure 1,3050,477,2.652173913,10,214,28,8000
5 Burnelm Dr Structure 2,1793,281,1.559130435,10,126,14,4700
201 Shaver Ave N Structure 1,6272,982,5.453913043,9,439,48,14700
201 Shaver Ave N Structure 2,3438,538,2.989565217,10,241,28,9000
199 Shaver Ave N Structure 2,3367,527,2.927826087,10,236,23,8800
203 Shaver Ave N Structure 1,2635,412,2.291304348,10,184,21,6900
204 Shaver Ave N Structure 1,4459,698,3.877391304,10,312,34,11600
208 Shaver Ave N Structure 1,3975,622,3.456521739,10,278,33,10400
350 Burnhamthorpe Rd Structure 1,3543,554,3.080869565,10,248,24,9200
362 Burnhamthorpe Rd Structure 1,1826,286,1.587826087,10,128,17,4800
196 Shaver Ave N Structure 2,1919,300,1.668695652,10,134,14,5000
195 Shaver Ave N Structure 2,3463,542,3.011304348,10,242,25,9000
197 Shaver Ave N Structure 2,3582,561,3.114782609,10,251,25,9300
193 Shaver Ave N Structure 2,3729,584,3.242608696,10,261,31,9700
191 Shaver Ave N Structure 2,1500,235,1.304347826,10,105,11,3900
187 Shaver Ave N Structure 2,5676,888,4.935652174,10,397,41,14800
183 Shaver Ave N Structure 2,4568,715,3.972173913,10,320,34,11900
171 Shaver Ave N Structure 2,3305,517,2.873913043,10,231,26,8600
192 Shaver Ave N Structure 2,5384,843,4.68173913,10,377,41,14000
40 Hamlyn Cres Structure 1,2238,350,1.946086957,10,157,18,5800
131 Laurel Ave Structure 2,6271,981,5.453043478,9,439,43,14700
131 Laurel Ave Structure 4,1823,285,1.585217391,10,128,14,4800
137 Laurel Ave Structure 1,5769,903,5.016521739,9,404,44,13500
137 Laurel Ave Structure 2,3881,607,3.374782609,10,272,30,10100
133 Laurel Ave Structure 2,3930,615,3.417391304,10,275,30,10300
133 Laurel Ave Structure 3,2249,352,1.955652174,10,157,16,5900
129 Laurel Ave Structure 1,5238,820,4.554782609,10,367,41,13700
129 Laurel Ave Structure 2,3830,599,3.330434783,10,268,30,10000
132 Laurel Ave Structure 3,2437,381,2.119130435,10,171,22,6400
134 Laurel Ave Structure 1,1240,194,1.07826087,10,87,9,3200
138 Laurel Ave Structure 1,1644,257,1.429565217,10,115,12,4300
138 Laurel Ave Structure 2,6114,957,5.316521739,9,428,46,14400
139 Laurel Ave Structure 2,5758,901,5.006956522,9,403,39,13500
139 Laurel Ave Structure 3,3281,513,2.853043478,10,230,24,8600
141 Laurel Ave Structure 2,4247,665,3.693043478,10,297,33,11100
141 Laurel Ave Structure 3,3193,500,2.776521739,10,224,23,8300
382 Burnhamthorpe Rd Structure 1,3880,607,3.373913043,10,272,29,10100
382 Burnhamthorpe Rd Structure 2,6286,984,5.466086957,9,440,50,14800
386 Burnhamthorpe Rd Structure 1,4216,660,3.666086957,10,295,37,11000
392 Burnhamthorpe Rd Structure 1,3773,590,3.280869565,10,264,28,9800
390 Burnhamthorpe Rd Structure 1,3645,570,3.169565217,10,255,28,9500
391 Burnhamthorpe Rd Structure 1,4927,771,4.284347826,10,345,36,12900
391 Burnhamthorpe Rd Structure 2,3578,560,3.111304348,10,250,29,9300
387 Burnhamthorpe Rd Structure 1,5215,816,4.534782609,10,365,35,13600
389 Burnhamthorpe Rd Structure 2,4118,644,3.580869565,10,288,29,10700
368 Burnhamthorpe Rd Structure 1,4362,683,3.793043478,10,305,36,11400
373 Burnhamthorpe Rd Structure 1,2161,338,1.879130435,10,151,15,5600
371 Burnhamthorpe Rd Structure 1,1677,262,1.45826087,10,117,12,4400
367 Burnhamthorpe Rd Structure 1,3131,490,2.722608696,10,219,24,8200
365 Burnhamthorpe Rd Structure 1,6098,954,5.302608696,9,427,43,14300
385 Burnhamthorpe Rd Structure 2,6152,963,5.349565217,9,431,50,14400
8 Warwood Rd Structure 2,3149,493,2.73826087,10,220,23,8200
31 Warwood Rd Structure 1,4707,737,4.093043478,10,329,37,12300
31 Warwood Rd Structure 2,1332,208,1.15826087,10,93,10,3500
35 Warwood Rd Structure 1,5273,825,4.585217391,10,369,42,13800
1 Keane Ave Structure 1,5430,850,4.72173913,10,380,41,14200
1 Keane Ave Structure 2,2551,399,2.21826087,10,179,22,6700
23 Westglen Cres Structure 1,5354,838,4.655652174,10,375,40,14000
19 Westglen Cres Structure 1,1848,289,1.606956522,10,129,15,4800
17 Westglen Cres Structure 1,2812,440,2.445217391,10,197,24,7300
15 Westglen Cres Structure 2,2528,396,2.19826087,10,177,20,6600
11 Westglen Cres Structure 2,2949,462,2.564347826,10,206,22,7700
359 Burnhamthorpe Rd Structure 2,1211,190,1.053043478,10,85,10,3200
357 Burnhamthorpe Rd Structure 1,4264,667,3.707826087,10,298,32,11100
357 Burnhamthorpe Rd Structure 2,1426,223,1.24,10,100,12,3700
355 Burnhamthorpe Rd Structure 1,3450,540,3,10,242,23,9000
353 Burnhamthorpe Rd Structure 2,1901,298,1.653043478,10,133,17,5000
349 Burnhamthorpe Rd Structure 1,3203,501,2.785217391,10,224,25,8400
351 Burnhamthorpe Rd Structure 1,3718,582,3.233043478,10,260,30,9700
3 Westglen Cres Structure 1,4584,717,3.986086957,10,321,40,12000
1 Shaver Crt Structure 1,5564,871,4.83826087,10,389,42,14500
6 Westglen Cres Structure 1,1917,300,1.666956522,10,134,14,5000
8 Westglen Cres Structure 1,6025,943,5.239130435,9,422,54,14100
72 Westglen Cres Structure 2,3347,524,2.910434783,10,234,27,8700
44 Westglen Cres Structure 1,5576,873,4.848695652,10,390,47,14500
74 Westglen Cres Structure 2,4582,717,3.984347826,10,321,38,12000
42 Westglen Cres Structure 1,4892,766,4.253913043,10,342,38,12800
12 Shaver Crt Structure 1,4116,644,3.579130435,10,288,32,10700
11 Shaver Crt Structure 1,5745,899,4.995652174,10,402,46,15000
15 Shaver Crt Structure 1,3672,575,3.193043478,10,257,27,9600
76 Westglen Cres Structure 2,2631,412,2.287826087,10,184,22,6900
76 Eastglen Cres Structure 2,1511,236,1.313913043,10,106,13,3900
74 Eastglen Cres Structure 2,2334,365,2.029565217,10,163,20,6100
80 Westglen Cres Structure 2,4313,675,3.750434783,10,302,33,11300
78 Westglen Cres Structure 2,1843,288,1.602608696,10,129,15,4800
71 Westglen Cres Structure 1,3474,544,3.020869565,10,243,23,9100
71 Westglen Cres Structure 2,1274,199,1.107826087,10,89,10,3300
69 Westglen Cres Structure 1,2568,402,2.233043478,10,180,22,6700
49 Westglen Cres Structure 1,4804,752,4.177391304,10,336,37,12500
45 Westglen Cres Structure 1,3123,489,2.715652174,10,219,26,8100
51 Westglen Cres Structure 1,5312,831,4.619130435,10,372,39,13900
53 Westglen Cres Structure 1,5327,834,4.632173913,10,373,41,13900
59 Westglen Cres Structure 1,5759,901,5.007826087,9,403,47,13500
59 Westglen Cres Structure 2,1614,253,1.403478261,10,113,14,4200
57 Westglen Cres Structure 1,1363,213,1.185217391,10,95,12,3600
37 Cowley Ave Structure 2,1411,221,1.226956522,10,99,12,3700
35 Cowley Ave Structure 2,2654,415,2.307826087,10,186,22,6900
24 Cowley Ave Structure 2,4098,641,3.563478261,10,287,34,10700
2 Dorlen Ave Structure 1,2516,394,2.187826087,10,176,21,6600
2 Saralou Crt Structure 1,4165,652,3.62173913,10,292,34,10900
18 Donalbert Rd Structure 1,4560,714,3.965217391,10,319,33,11900
20 Donalbert Rd Structure 2,2033,318,1.767826087,10,142,16,5300
28 Donalbert Rd Structure 1,3876,607,3.370434783,10,271,26,10100
28 Donalbert Rd Structure 2,2067,323,1.797391304,10,145,17,5400
19 Donalbert Rd Structure 1,3191,499,2.774782609,10,223,24,8300
21 Northglen Ave Structure 1,4726,740,4.109565217,10,331,37,12300
17 Donalbert Rd Structure 1,4256,666,3.700869565,10,298,32,11100
16 Donalbert Rd Structure 1,2817,441,2.449565217,10,197,22,7300
16 Donalbert Rd Structure 2,3525,552,3.065217391,10,247,28,9200
8 Agar Cres Structure 1,4356,682,3.787826087,10,305,37,11400
11 Agar Cres Structure 1,3416,535,2.970434783,10,239,24,8900
11 Agar Cres Structure 2,1292,202,1.123478261,10,90,12,3400
6 Agar Cres Structure 1,6161,964,5.357391304,9,431,50,14500
2 Agar Cres Structure 1,4704,736,4.090434783,10,329,32,12300
3 Donalbert Rd Structure 1,5899,923,5.129565217,9,413,45,13800
3 Donalbert Rd Structure 2,1743,273,1.515652174,10,122,14,4500
5 Donalbert Rd Structure 1,5823,911,5.063478261,9,408,47,13700
9 Donalbert Rd Structure 1,4944,774,4.299130435,10,346,34,12900
15 Donalbert Rd Structure 1,5535,866,4.813043478,10,387,42,14400
12 Cowley Ave Structure 1,3540,554,3.07826087,10,248,26,9200
12 Cowley Ave Structure 2,2039,319,1.773043478,10,143,18,5300
10 Cowley Ave Structure 1,5518,864,4.79826087,10,386,42,14400
8 Cowley Ave Structure 1,3635,569,3.160869565,10,254,24,9500
9 Cowley Ave Structure 2,2633,412,2.289565217,10,184,21,6900
14 Cowley Ave Structure 1,4664,730,4.0556521740000004,10,326,34,12200
16 Cowley Ave Structure 1,5591,875,4.86173913,10,391,41,14600
5 Northglen Ave Structure 2,1203,188,1.046086957,10,84,10,3100
3 Northglen Ave Structure 1,5350,837,4.652173913,10,375,42,14000
75 Eastglen Cres Structure 1,2139,335,1.86,10,150,18,5600
1 Northglen Ave Structure 2,4249,665,3.694782609,10,297,31,11100
73 Eastglen Cres Structure 1,3395,531,2.952173913,10,238,24,8900
73 Eastglen Cres Structure 2,1768,277,1.537391304,10,124,16,4600
69 Eastglen Cres Structure 1,4839,757,4.207826087,10,339,35,12600
69 Eastglen Cres Structure 2,1482,232,1.288695652,10,104,12,3900
65 Eastglen Cres Structure 2,2609,408,2.268695652,10,183,22,6800
